sourceRow,name,productCode,sheetUnit,dibeli,dijual,category,suggestedPrimaryUnit,existingNameMatch,existingSkuForName,existingUnitForName,existingParentForName,existingNamesUsingSameSku,issueTypes,suggestedAction,normalizedNameKey,matchedExistingNameByNormalizedKey,refinedIssueTypes,refinedSuggestedAction,finalBucket,finalSku,finalName,finalPrimaryUnit,finalAction,finalCategory
279,"Sedotan Merah Tumpul Lubang 8,5",SMP00ST8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,,,,,Sedotan Merah Tumpul Lubang 8.5,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,sedotan merah tumpul lubang 8.5,Sedotan Merah Tumpul Lubang 8.5,NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,SMP00ST8,"Sedotan Merah Tumpul Lubang 8,5",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
280,"Sedotan Merah Tumpul Lubang 8,5 Jasa",SMP00JT8,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,,,,,Sedotan Merah Tumpul Lubang 8.5 Jasa,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,sedotan merah tumpul lubang 8.5 jasa,Sedotan Merah Tumpul Lubang 8.5 Jasa,NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,SMP00JT8,"Sedotan Merah Tumpul Lubang 8,5 Jasa",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
281,"Sedotan Orange Lancip Lubang 5,5",SOP00WL,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,,,,,Sedotan Orange Lancip Lubang 5.5,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,sedotan orange lancip lubang 5.5,Sedotan Orange Lancip Lubang 5.5,NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,SOP00WL,"Sedotan Orange Lancip Lubang 5,5",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
282,Sedotan Orange Lurik Dop Jasa,SOLD0JT6,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,Sedotan Orange Lurik Dop Jasa,SOLD0JT6,KG,Produk FINISHED GOOD Rafia,Sedotan Orange Lurik Dop Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan orange lurik dop jasa,Sedotan Orange Lurik Dop Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SOLD0JT6,Sedotan Orange Lurik Dop Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
283,"Sedotan Orange Lurik Dop Lubang 6,2",SOLD0ST62,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,"Sedotan Orange Lurik Dop Lubang 6,2",SOLD0ST62,KG,Produk FINISHED GOOD Rafia,"Sedotan Orange Lurik Dop Lubang 6,2",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan orange lurik dop lubang 6.2,"Sedotan Orange Lurik Dop Lubang 6,2",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SOLD0ST62,"Sedotan Orange Lurik Dop Lubang 6,2",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
284,Sedotan Orange Steril Full Printing,SOS00WL-11,Karton,,4-114 Penjualan Sedotan Steril,BARANG JADI,PCS,Sedotan Orange Steril Full Printing,SOS00WL-11,PCS,Produk FINISHED GOOD Rafia,Sedotan Orange Steril Full Printing,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME,sedotan orange steril full printing,Sedotan Orange Steril Full Printing,UNIT_NEEDS_NORMALIZATION;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,SAFE_EXISTING_UPDATE,SOS00WL-11,Sedotan Orange Steril Full Printing,PCS,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
285,Sedotan Pink KW,SPP00KT6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Pink KW,SPP00KT6,KG,Produk FINISHED GOOD Rafia,Sedotan Pink KW,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan pink kw,Sedotan Pink KW,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SPP00KT6,Sedotan Pink KW,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
286,Sedotan Pink KW Jasa,SPK00JT6,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,Sedotan Pink KW Jasa,SPK00JT6,KG,Produk FINISHED GOOD Rafia,Sedotan Pink KW Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan pink kw jasa,Sedotan Pink KW Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SPK00JT6,Sedotan Pink KW Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
287,Sedotan Pink KW Lurik Dop,SPLD0KT6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Pink KW Lurik Dop,SPLD0KT6,KG,Produk FINISHED GOOD Rafia,Sedotan Pink KW Lurik Dop,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan pink kw lurik dop,Sedotan Pink KW Lurik Dop,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SPLD0KT6,Sedotan Pink KW Lurik Dop,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
288,"Sedotan Pink Lancip Lubang 5,5",SPP00SL6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,,,,,Sedotan Pink Lancip Lubang 5.5,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,sedotan pink lancip lubang 5.5,Sedotan Pink Lancip Lubang 5.5,NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,SPP00SL6,"Sedotan Pink Lancip Lubang 5,5",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
289,"Sedotan Pink Lancip Lubang 8,5",SPP00SL8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,,,,,Sedotan Pink Lancip Lubang 8.5,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,sedotan pink lancip lubang 8.5,Sedotan Pink Lancip Lubang 8.5,NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,SPP00SL8,"Sedotan Pink Lancip Lubang 8,5",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
290,Sedotan Pink Lurik Dop Jasa,SPLD0JT6,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,Sedotan Pink Lurik Dop Jasa,SPLD0JT6,KG,Produk FINISHED GOOD Rafia,Sedotan Pink Lurik Dop Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan pink lurik dop jasa,Sedotan Pink Lurik Dop Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SPLD0JT6,Sedotan Pink Lurik Dop Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
291,Sedotan Pink Lurik Dop Lancip Lubang 6,BJ000021,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Pink Lurik Dop Lancip Lubang 6,BJ000021,KG,Produk FINISHED GOOD Rafia,Sedotan Pink Lurik Dop Lancip Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan pink lurik dop lancip lubang 6,Sedotan Pink Lurik Dop Lancip Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,BJ000021,Sedotan Pink Lurik Dop Lancip Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
292,Sedotan Pink Lurik Dop Lubang 6,SPLD0ST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Pink Lurik Dop Lubang 6,SPLD0ST6,KG,Produk FINISHED GOOD Rafia,Sedotan Pink Lurik Dop Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan pink lurik dop lubang 6,Sedotan Pink Lurik Dop Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SPLD0ST6,Sedotan Pink Lurik Dop Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
293,"Sedotan Pink Lurik Dop Lubang 6,2",SPLD0ST62,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,"Sedotan Pink Lurik Dop Lubang 6,2",SPLD0ST62,KG,Produk FINISHED GOOD Rafia,"Sedotan Pink Lurik Dop Lubang 6,2",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan pink lurik dop lubang 6.2,"Sedotan Pink Lurik Dop Lubang 6,2",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SPLD0ST62,"Sedotan Pink Lurik Dop Lubang 6,2",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
295,Sedotan Pink Lurik Dop Lubang 8.5,SPLD0ST8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Pink Lurik Dop Lubang 8.5,SPLD0ST8,KG,Produk FINISHED GOOD Rafia,Sedotan Pink Lurik Dop Lubang 8.5,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan pink lurik dop lubang 8.5,Sedotan Pink Lurik Dop Lubang 8.5,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SPLD0ST8,Sedotan Pink Lurik Dop Lubang 8.5,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
296,Sedotan Pink Steril Full Printing,SPS00WL-11,Karton,,4-114 Penjualan Sedotan Steril,BARANG JADI,PCS,Sedotan Pink Steril Full Printing,SPS00WL-11,PCS,Produk FINISHED GOOD Rafia,Sedotan Pink Steril Full Printing,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME,sedotan pink steril full printing,Sedotan Pink Steril Full Printing,UNIT_NEEDS_NORMALIZATION;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,SAFE_EXISTING_UPDATE,SPS00WL-11,Sedotan Pink Steril Full Printing,PCS,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
297,Sedotan Pink Super,SPP00ST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Pink Super,SPP00ST6,KG,Produk FINISHED GOOD Rafia,Sedotan Pink Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan pink super,Sedotan Pink Super,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SPP00ST6,Sedotan Pink Super,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
298,Sedotan Pink Super Jasa,SPP00JT6,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,Sedotan Pink Super Jasa,SPP00JT6,KG,Produk FINISHED GOOD Rafia,Sedotan Pink Super Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan pink super jasa,Sedotan Pink Super Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SPP00JT6,Sedotan Pink Super Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
299,"Sedotan Pink Tumpul Lubang 8,5",SPP00ST8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,,,,,Sedotan Pink Tumpul Lubang 8.5,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,sedotan pink tumpul lubang 8.5,Sedotan Pink Tumpul Lubang 8.5,NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,SPP00ST8,"Sedotan Pink Tumpul Lubang 8,5",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
300,"Sedotan Pink Tumpul Lubang 8,5 Jasa",SPP00JT8,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,,,,,Sedotan Pink Tumpul Lubang 8.5 Jasa,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,sedotan pink tumpul lubang 8.5 jasa,Sedotan Pink Tumpul Lubang 8.5 Jasa,NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,SPP00JT8,"Sedotan Pink Tumpul Lubang 8,5 Jasa",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
301,Sedotan Putih Dop Super,SDP00ST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Putih Dop Super,SDP00ST6,KG,Produk FINISHED GOOD Rafia,Sedotan Putih Dop Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan putih dop super,Sedotan Putih Dop Super,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SDP00ST6,Sedotan Putih Dop Super,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
303,Sedotan Putih Dop Super Jasa,SDP00JT6,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,Sedotan Putih Dop Super Jasa,SDP00JT6,KG,Produk FINISHED GOOD Rafia,Sedotan Putih Dop Super Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan putih dop super jasa,Sedotan Putih Dop Super Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SDP00JT6,Sedotan Putih Dop Super Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
304,Sedotan Tongji Kuning Lurik Hijau Lancip Lubang 6,SKLH0SL6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Tongji Kuning Lurik Hijau Lancip Lubang 6,SKLH0SL6,KG,Produk FINISHED GOOD Rafia,Sedotan Tongji Kuning Lurik Hijau Lancip Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan tongji kuning lurik hijau lancip lubang 6,Sedotan Tongji Kuning Lurik Hijau Lancip Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SKLH0SL6,Sedotan Tongji Kuning Lurik Hijau Lancip Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
305,Sedotan Ungu KW,SUP00KT6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Ungu KW,SUP00KT6,KG,Produk FINISHED GOOD Rafia,Sedotan Ungu KW,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan ungu kw,Sedotan Ungu KW,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SUP00KT6,Sedotan Ungu KW,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
306,Sedotan Ungu KW Lurik Dop,SULD0KT6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Ungu KW Lurik Dop,SULD0KT6,KG,Produk FINISHED GOOD Rafia,Sedotan Ungu KW Lurik Dop,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan ungu kw lurik dop,Sedotan Ungu KW Lurik Dop,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SULD0KT6,Sedotan Ungu KW Lurik Dop,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
307,"Sedotan Ungu Lancip Lubang 8,5",BJ000002,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,"Sedotan Ungu Lancip Lubang 8,5",BJ000002,KG,Produk FINISHED GOOD Rafia,"Sedotan Ungu Lancip Lubang 8,5",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan ungu lancip lubang 8.5,"Sedotan Ungu Lancip Lubang 8,5",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,BJ000002,"Sedotan Ungu Lancip Lubang 8,5",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
308,Sedotan Ungu Lurik Dop Jasa,SULD0JT6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Ungu Lurik Dop Jasa,SULD0JT6,KG,Produk FINISHED GOOD Rafia,Sedotan Ungu Lurik Dop Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan ungu lurik dop jasa,Sedotan Ungu Lurik Dop Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SULD0JT6,Sedotan Ungu Lurik Dop Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
309,Sedotan Ungu Lurik Dop Lubang 6,SULD0ST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Ungu Lurik Dop Lubang 6,SULD0ST6,KG,Produk FINISHED GOOD Rafia,Sedotan Ungu Lurik Dop Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan ungu lurik dop lubang 6,Sedotan Ungu Lurik Dop Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SULD0ST6,Sedotan Ungu Lurik Dop Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
310,"Sedotan Ungu Lurik Dop Lubang 6,2",SULD0ST2,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,"Sedotan Ungu Lurik Dop Lubang 6,2",SULD0ST2,KG,Produk FINISHED GOOD Rafia,"Sedotan Ungu Lurik Dop Lubang 6,2",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan ungu lurik dop lubang 6.2,"Sedotan Ungu Lurik Dop Lubang 6,2",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SULD0ST2,"Sedotan Ungu Lurik Dop Lubang 6,2",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
312,"Sedotan Ungu Lurik Dop Lubang 8,5",SULD0ST8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,,,,,Sedotan Ungu Lurik Dop Lubang 8.5,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,sedotan ungu lurik dop lubang 8.5,Sedotan Ungu Lurik Dop Lubang 8.5,NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,SULD0ST8,"Sedotan Ungu Lurik Dop Lubang 8,5",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
313,Sedotan Ungu Super,SUP00ST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Ungu Super,SUP00ST6,KG,Produk FINISHED GOOD Rafia,Sedotan Ungu Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan ungu super,Sedotan Ungu Super,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SUP00ST6,Sedotan Ungu Super,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
315,"Sedotan Ungu Tumpul Lubang 8,5 Jasa",SUP00JT8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,,,,,Sedotan Ungu Tumpul Lubang 8.5 Jasa,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,sedotan ungu tumpul lubang 8.5 jasa,Sedotan Ungu Tumpul Lubang 8.5 Jasa,NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,SUP00JT8,"Sedotan Ungu Tumpul Lubang 8,5 Jasa",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
316,Sedotan Warna KW,SWP00KT6,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Warna KW,SWP00KT6,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna KW,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME,sedotan warna kw,Sedotan Warna KW,UNIT_NEEDS_NORMALIZATION;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,SAFE_EXISTING_UPDATE,SWP00KT6,Sedotan Warna KW,PCS,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
317,Sedotan Warna KW 175gr,SWK175T-02,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Warna KW 175gr,SWK175T-02,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna KW 175gr,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME,sedotan warna kw 175gr,Sedotan Warna KW 175gr,UNIT_NEEDS_NORMALIZATION;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,SAFE_EXISTING_UPDATE,SWK175T-02,Sedotan Warna KW 175gr,PCS,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
318,Sedotan Warna KW 70gr,SWK700T-02,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Warna KW 70gr,SWK700T-02,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna KW 70gr,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME,sedotan warna kw 70gr,Sedotan Warna KW 70gr,UNIT_NEEDS_NORMALIZATION;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,SAFE_EXISTING_UPDATE,SWK700T-02,Sedotan Warna KW 70gr,PCS,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
319,Sedotan Warna KW Polos,SWP00KT-02,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Warna KW Polos,SWP00KT-02,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna KW Polos,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME,sedotan warna kw polos,Sedotan Warna KW Polos,UNIT_NEEDS_NORMALIZATION;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,SAFE_EXISTING_UPDATE,SWP00KT-02,Sedotan Warna KW Polos,PCS,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
320,Sedotan Warna Lurik Dop,SWLD0KT-02,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Warna Lurik Dop,SWLD0KT-02,KG,Produk FINISHED GOOD Rafia,Sedotan Warna Lurik Dop,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan warna lurik dop,Sedotan Warna Lurik Dop,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SWLD0KT-02,Sedotan Warna Lurik Dop,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
321,Sedotan Warna Lurik Dop 100gr,SWLD0KT10,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Warna Lurik Dop 100gr,SWLD0KT10,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna Lurik Dop 100gr,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME,sedotan warna lurik dop 100gr,Sedotan Warna Lurik Dop 100gr,UNIT_NEEDS_NORMALIZATION;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,SAFE_EXISTING_UPDATE,SWLD0KT10,Sedotan Warna Lurik Dop 100gr,PCS,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
322,Sedotan Warna Lurik Dop 120gr,BJ000003,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Warna Lurik Dop 120gr,BJ000003,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna Lurik Dop 120gr,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME,sedotan warna lurik dop 120gr,Sedotan Warna Lurik Dop 120gr,UNIT_NEEDS_NORMALIZATION;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,SAFE_EXISTING_UPDATE,BJ000003,Sedotan Warna Lurik Dop 120gr,PCS,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
324,Sedotan Warna Lurik Dop 175gr,BJ000004,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Warna Lurik Dop 175gr,BJ000004,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna Lurik Dop 175gr,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME,sedotan warna lurik dop 175gr,Sedotan Warna Lurik Dop 175gr,UNIT_NEEDS_NORMALIZATION;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,SAFE_EXISTING_UPDATE,BJ000004,Sedotan Warna Lurik Dop 175gr,PCS,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
326,Sedotan Warna Lurik Dop 60gr,BJ000005,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Warna Lurik Dop 60gr,BJ000005,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna Lurik Dop 60gr,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME,sedotan warna lurik dop 60gr,Sedotan Warna Lurik Dop 60gr,UNIT_NEEDS_NORMALIZATION;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,SAFE_EXISTING_UPDATE,BJ000005,Sedotan Warna Lurik Dop 60gr,PCS,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
327,Sedotan Warna Lurik Dop 70gr,BJ000006,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Warna Lurik Dop 70gr,BJ000006,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna Lurik Dop 70gr,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME,sedotan warna lurik dop 70gr,Sedotan Warna Lurik Dop 70gr,UNIT_NEEDS_NORMALIZATION;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,SAFE_EXISTING_UPDATE,BJ000006,Sedotan Warna Lurik Dop 70gr,PCS,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
